id_practicante,fecha_ingreso,area_asignada,supervisor_asignado,estado_final,asistencia_pct,tardanzas_30d,inasistencias_injust_30d,entregables_asignados,entregables_a_tiempo,entregables_a_tiempo_pct,retrasos_entregables,eval_supervisor_promedio,incidencias_registradas,reuniones_asistidas_pct,tendencia_desempeno
PRACT_0505,2024-12-02,Marketing,Supervisor_7,0,0.928771843449003,0,1,19,16,0.8578012669468927,3,4.8,0,0.9763062096084012,0
PRACT_0506,2024-08-10,Operaciones,Supervisor_3,0,0.9737063517644176,4,1,10,9,0.9820822179156232,1,4.7,0,0.9830555957825668,0
PRACT_0507,2021-10-04,Finanzas,Supervisor_3,1,0.5245355180936047,10,4,6,3,0.6666360300148652,3,1.6,4,0.6105517381263598,0
PRACT_0508,2024-02-05,Marketing,Supervisor_10,1,0.8025894695537292,9,5,20,13,0.6876071961735266,7,2.8,3,0.650914289748496,-1
PRACT_0509,2022-02-24,RRHH,Supervisor_8,1,0.6748482621815765,7,6,8,4,0.6008442239157794,4,2.2,4,0.7640751989991434,-1
PRACT_0510,2022-09-03,TI,Supervisor_5,0,0.943850801669897,4,2,14,12,0.9228962016405965,2,4.6,0,0.865986004168495,0
PRACT_0511,2024-12-23,Finanzas,Supervisor_4,0,0.9611023411541925,3,1,14,13,0.9759596114623839,1,3.7,0,0.9754317416540106,1
PRACT_0512,2022-01-10,Marketing,Supervisor_7,0,0.962419207289627,1,1,18,15,0.862775874696753,3,4.5,0,0.8215157405427725,1
PRACT_0513,2021-03-14,Marketing,Supervisor_7,1,0.5462123119114984,9,4,9,4,0.5385998522092624,5,1.9,4,0.5151928883840781,0
PRACT_0514,2023-11-20,Marketing,Supervisor_9,1,0.7646817564356746,10,7,9,4,0.5258964234577015,5,2.2,5,0.5833944826971158,0
PRACT_0515,2024-04-26,RRHH,Supervisor_9,0,0.9275928297950063,1,0,17,15,0.8920853644733203,2,3.5,0,0.8572175556409938,1
PRACT_0516,2024-10-19,RRHH,Supervisor_5,0,0.9904961880169914,4,2,11,10,0.9940114720076139,1,3.7,1,0.822585318257775,0
PRACT_0517,2021-07-14,RRHH,Supervisor_8,0,0.9817850663414832,0,0,13,12,0.993219412817582,1,3.6,0,0.8131380858681294,0
PRACT_0518,2024-03-25,Operaciones,Supervisor_10,1,0.621193114537162,8,2,9,3,0.4420970559303478,6,1.9,2,0.8022430854007193,-1
PRACT_0519,2024-04-10,Marketing,Supervisor_1,1,0.7827087526202501,13,1,12,7,0.5924382556996659,5,1.7,3,0.565710626360903,0
PRACT_0520,2023-04-27,Finanzas,Supervisor_9,0,0.9356390499299905,2,0,12,11,0.9580148253926549,1,4.5,1,0.9827844398132608,0
PRACT_0521,2023-12-01,RRHH,Supervisor_8,0,0.9100947681636041,3,0,18,16,0.9156615258941161,2,3.5,0,0.8735999322896193,0
PRACT_0522,2023-12-23,RRHH,Supervisor_6,0,0.9961888238725708,1,1,11,10,0.9824128905752778,1,4.4,1,0.9341211619442691,1
PRACT_0523,2021-01-23,Marketing,Supervisor_3,1,0.728410705325404,12,4,9,3,0.414717510222593,6,1.7,5,0.59016084590752,-1
PRACT_0524,2021-12-26,RRHH,Supervisor_3,1,0.6596348343319071,10,1,5,3,0.6956900860263111,2,2.9,2,0.5961291073967467,-1
PRACT_0525,2024-01-04,Operaciones,Supervisor_8,1,0.6392206730358638,7,5,6,2,0.42742431303090733,4,2.9,4,0.7298836811470302,-1
PRACT_0526,2022-07-14,Operaciones,Supervisor_5,0,0.9324705334258264,1,1,5,4,0.8685197542436239,1,3.8,0,0.9121285850291972,1
PRACT_0527,2022-11-03,RRHH,Supervisor_10,0,0.9981447595429129,1,2,16,15,0.9661674502318306,1,4.4,1,0.9537458456024163,1
PRACT_0528,2024-02-16,Marketing,Supervisor_7,0,0.9134747265130908,0,2,12,10,0.9000989790153228,2,3.5,1,0.9515626611388532,0
PRACT_0529,2024-11-04,Marketing,Supervisor_5,0,0.9314805058920569,4,2,11,9,0.8400032522531653,2,4.9,0,0.9341375529327323,1
PRACT_0530,2022-11-10,Marketing,Supervisor_8,1,0.6699241740989322,5,6,17,10,0.5979194596782271,7,2.3,5,0.6796522263573964,0
PRACT_0531,2024-08-06,TI,Supervisor_10,1,0.667299840769009,10,6,9,5,0.6537600718614505,4,1.6,1,0.8562561545122469,-1
PRACT_0532,2022-03-16,RRHH,Supervisor_10,1,0.6649782695427452,9,4,5,2,0.5985753190473779,3,2.0,1,0.7490313960885195,-1
PRACT_0533,2023-07-22,Marketing,Supervisor_4,1,0.5615243355406336,13,3,15,6,0.4201202954620867,9,1.6,3,0.8960793961849429,-1
PRACT_0534,2021-01-07,Operaciones,Supervisor_2,0,0.91449325271095,4,0,5,4,0.8311837019325654,1,4.1,0,0.9638739635868717,0
PRACT_0535,2024-05-04,Finanzas,Supervisor_3,0,0.925476758632862,3,2,16,12,0.8011326001051594,4,4.5,0,0.8088619622476653,1
PRACT_0536,2022-02-25,Finanzas,Supervisor_8,1,0.8200841538307195,11,2,16,7,0.4582161640736815,9,2.2,2,0.6282375628321271,-1
PRACT_0537,2023-04-13,Marketing,Supervisor_7,1,0.5395685387420786,6,1,11,7,0.6725390542781181,4,2.1,1,0.7287502865883807,0
PRACT_0538,2024-05-01,Finanzas,Supervisor_2,0,0.9757425103373325,4,0,7,5,0.8505359255478698,2,3.7,0,0.9442939075742974,1
PRACT_0539,2022-07-13,Finanzas,Supervisor_6,0,0.9757548393133372,3,1,14,13,0.9910056524531852,1,3.9,1,0.9100672995523883,1
PRACT_0540,2024-03-17,TI,Supervisor_9,0,0.9809770403897262,2,0,19,16,0.8423145612978605,3,3.7,0,0.9572260844924364,0
PRACT_0541,2024-05-10,Operaciones,Supervisor_4,1,0.8103154211462744,5,3,7,3,0.5449746082133874,4,2.7,1,0.6130622611029378,-1
PRACT_0542,2023-07-03,Operaciones,Supervisor_9,0,0.926303617753893,2,1,14,11,0.8290583423931563,3,3.7,0,0.8367824102465651,0
PRACT_0543,2024-12-13,TI,Supervisor_2,0,0.9224559469268897,3,1,12,11,0.9566555362564739,1,4.4,0,0.8107833367579541,0
PRACT_0544,2024-12-21,TI,Supervisor_2,0,0.946550566652748,2,1,15,13,0.867465906220683,2,4.0,0,0.9146627489143044,0
PRACT_0545,2023-10-04,Finanzas,Supervisor_9,0,0.9265089168752036,2,1,16,13,0.8652945459637241,3,3.8,0,0.9377199041350991,1
PRACT_0546,2021-05-06,RRHH,Supervisor_7,0,0.9734309988983108,3,0,13,11,0.9217377521058636,2,4.5,0,0.8652299434238724,0
PRACT_0547,2022-01-30,Finanzas,Supervisor_7,0,0.9635939576741434,1,1,19,15,0.8296221849778046,4,4.2,1,0.9227168369711753,1
PRACT_0548,2023-03-28,TI,Supervisor_1,0,0.9874987688052651,4,1,5,4,0.8710898927160957,1,4.1,1,0.8104314461706659,1
PRACT_0549,2023-05-31,Operaciones,Supervisor_6,0,0.9082738303487071,0,0,17,16,0.9530004647983447,1,4.4,0,0.8198586692593608,1
PRACT_0550,2022-07-30,Finanzas,Supervisor_7,0,0.9915083333358075,4,1,15,12,0.8100288046143621,3,4.2,0,0.9403509544516997,1
PRACT_0551,2021-11-21,RRHH,Supervisor_6,0,0.9293348626670089,0,0,17,16,0.990292735949164,1,4.0,1,0.8736139410434598,0
PRACT_0552,2024-11-16,Finanzas,Supervisor_6,1,0.6717430210744444,10,5,8,3,0.4854401122748653,5,2.3,5,0.7685336124412023,0
PRACT_0553,2023-07-19,Marketing,Supervisor_2,0,0.9438611435939643,4,1,20,19,0.9870791908367401,1,4.5,1,0.9663442240559836,1
PRACT_0554,2024-05-12,Finanzas,Supervisor_6,0,0.9760311651104424,2,2,14,11,0.8127846328383878,3,3.5,1,0.9705244874952234,1
PRACT_0555,2023-04-13,TI,Supervisor_4,1,0.6471166583011448,14,2,7,4,0.6079823282226156,3,2.2,2,0.5688670581857804,-1
PRACT_0556,2023-11-21,Operaciones,Supervisor_9,0,0.994355314564941,2,2,9,8,0.9801735788803159,1,3.6,1,0.8972571144702693,1
PRACT_0557,2024-11-12,Operaciones,Supervisor_1,0,0.9902533882638576,1,0,11,10,0.9496108138176232,1,3.8,1,0.9467853447264973,0
PRACT_0558,2024-12-28,TI,Supervisor_8,0,0.9872161151969506,3,2,13,11,0.9001510549481972,2,4.3,0,0.954796119253382,0
PRACT_0559,2023-04-17,Marketing,Supervisor_5,0,0.9071258332648228,0,1,10,9,0.9102980590702674,1,4.8,0,0.9569351961457755,1
PRACT_0560,2023-07-15,TI,Supervisor_1,0,0.985425806155394,0,1,12,10,0.8411258951064563,2,4.8,1,0.845633466876117,1
PRACT_0561,2024-10-31,Finanzas,Supervisor_4,0,0.9781635445443211,3,2,5,4,0.9647970116903425,1,3.6,0,0.8385069635447547,1
PRACT_0562,2024-09-29,TI,Supervisor_1,0,0.9103512947006132,4,1,8,7,0.9917032550005211,1,4.1,1,0.9180024936547392,0
PRACT_0563,2022-03-19,TI,Supervisor_6,0,0.9107414325436222,3,2,12,10,0.9082135717313645,2,4.4,0,0.948217159547644,1
PRACT_0564,2021-03-16,Marketing,Supervisor_2,0,0.9101163811517541,3,0,7,6,0.9881434159278217,1,3.7,0,0.8638279031068387,1
PRACT_0565,2022-07-11,Finanzas,Supervisor_5,0,0.9011332593204487,1,2,13,12,0.9475820107329979,1,4.6,0,0.8209410313724843,0
PRACT_0566,2024-03-24,RRHH,Supervisor_7,0,0.9548634305194583,3,2,13,12,0.9654961919514012,1,4.6,0,0.9433492765820155,0
PRACT_0567,2024-12-24,RRHH,Supervisor_2,0,0.9973394291436043,0,2,17,15,0.9170969018341958,2,4.9,0,0.859939566276001,0
PRACT_0568,2021-12-29,Operaciones,Supervisor_6,0,0.9438684702899793,2,2,12,9,0.8312522679622711,3,3.5,0,0.8332725448623444,1
PRACT_0569,2022-03-24,TI,Supervisor_6,1,0.6892651256605747,14,1,19,9,0.47817936591153287,10,1.8,4,0.5590894113588527,0
PRACT_0570,2024-06-11,Operaciones,Supervisor_5,0,0.9967969796769955,1,0,20,18,0.9487473629904891,2,4.7,0,0.8629819095053433,0
PRACT_0571,2021-09-19,Marketing,Supervisor_5,0,0.9255182228774231,4,0,7,6,0.9275252869892529,1,4.5,0,0.9185356131827491,0
PRACT_0572,2021-05-05,RRHH,Supervisor_3,0,0.9858470252598263,2,2,15,12,0.8537594192333955,3,4.8,0,0.8716804477387634,1
PRACT_0573,2023-06-30,TI,Supervisor_10,0,0.9546390467211736,1,0,8,6,0.8379573554869153,2,3.6,1,0.8041323703186863,1
PRACT_0574,2021-09-02,Marketing,Supervisor_10,0,0.9569476514663011,3,1,7,5,0.808712136114484,2,4.4,0,0.8193816869355622,1
PRACT_0575,2022-06-26,Marketing,Supervisor_2,1,0.6201108500225492,14,1,9,5,0.6056417755136023,4,2.4,3,0.6162012988794476,-1
PRACT_0576,2022-04-30,TI,Supervisor_7,1,0.6965545263384179,14,3,11,7,0.6937714504959953,4,1.6,4,0.7638817928588368,-1
PRACT_0577,2021-05-02,Marketing,Supervisor_1,0,0.9073142509478284,1,1,16,14,0.9130605382920901,2,4.3,1,0.8197030146937068,1
PRACT_0578,2021-05-05,TI,Supervisor_6,1,0.7676252504149392,9,7,16,7,0.46418851925223864,9,2.4,1,0.7242627414002727,-1
PRACT_0579,2021-06-19,TI,Supervisor_6,0,0.9284687761544271,1,1,19,16,0.8801496895295156,3,3.8,1,0.8239771741648009,1
PRACT_0580,2021-05-04,Finanzas,Supervisor_3,0,0.9887608329493955,1,2,5,4,0.8202250376363317,1,3.9,0,0.8423230654698763,0
PRACT_0581,2023-11-25,Operaciones,Supervisor_2,0,0.9367850694607458,4,2,15,14,0.9706303619938015,1,4.5,1,0.8344377055111526,1
PRACT_0582,2024-01-16,Marketing,Supervisor_2,1,0.5499884386704089,12,2,5,3,0.6342923202154157,2,2.2,1,0.5268914542283242,-1
PRACT_0583,2022-10-08,Marketing,Supervisor_9,0,0.9695881574368486,2,0,17,15,0.909301027622664,2,4.8,0,0.934265963477318,1
PRACT_0584,2023-02-25,Finanzas,Supervisor_5,0,0.9164578144713503,0,1,17,15,0.8868840276236659,2,4.0,0,0.8926807094772069,0
PRACT_0585,2021-07-20,Finanzas,Supervisor_7,0,0.9753680515542991,4,1,13,12,0.9331347472458582,1,3.9,1,0.9662106881794676,1
PRACT_0586,2022-01-04,Finanzas,Supervisor_5,0,0.9968112236406117,4,1,20,18,0.935807433084488,2,5.0,0,0.8197781679964634,1
PRACT_0587,2023-03-08,RRHH,Supervisor_7,0,0.9779552868795262,1,1,5,4,0.888464880673242,1,4.9,0,0.8289465866676144,0
PRACT_0588,2021-03-18,RRHH,Supervisor_4,0,0.9022449248431325,1,1,16,14,0.9187213652098335,2,3.5,0,0.8612915462700902,1
PRACT_0589,2021-02-28,RRHH,Supervisor_8,0,0.9599885788052774,0,2,14,13,0.971755057045693,1,4.7,1,0.9531731973877616,1
PRACT_0590,2022-03-07,TI,Supervisor_10,0,0.9695410670969724,1,2,12,11,0.9971943887900687,1,3.7,0,0.8611517646311397,1
PRACT_0591,2022-09-30,Marketing,Supervisor_10,0,0.9825458325796286,3,0,6,4,0.8126033557750743,2,3.5,0,0.8816837414997385,1
PRACT_0592,2021-04-19,Operaciones,Supervisor_7,0,0.9056002308939001,1,0,9,8,0.9124565005535046,1,3.9,0,0.8603207132594329,1
PRACT_0593,2023-10-05,TI,Supervisor_10,0,0.9480107827952287,1,1,19,16,0.8636594771666671,3,3.9,0,0.816044858360206,1
PRACT_0594,2024-07-25,Marketing,Supervisor_5,0,0.9535370872638395,3,0,19,17,0.8966708606117798,2,4.7,1,0.9878867245792375,1
PRACT_0595,2021-03-09,Marketing,Supervisor_6,1,0.5591937019254622,5,1,12,8,0.6938050072971678,4,2.6,5,0.7194155968284756,-1
PRACT_0596,2023-12-29,Finanzas,Supervisor_5,0,0.932244980971065,3,1,18,15,0.8488904420513325,3,5.0,1,0.9575666376370994,0
PRACT_0597,2024-04-03,Finanzas,Supervisor_7,0,0.9440221726256165,4,2,6,4,0.8258761862135083,2,4.6,1,0.9316714184370593,1
PRACT_0598,2021-11-01,TI,Supervisor_2,0,0.9833209687957801,3,2,8,7,0.9826491238976632,1,4.1,0,0.902850855812395,0
PRACT_0599,2022-11-05,Finanzas,Supervisor_5,0,0.9929407566070207,2,0,5,4,0.9232589425461569,1,4.5,1,0.8179356513318761,1
PRACT_0600,2021-12-31,Marketing,Supervisor_10,0,0.9628422828917673,4,2,13,10,0.801217506195118,3,5.0,1,0.9285467090540609,0
PRACT_0601,2023-04-01,Finanzas,Supervisor_3,0,0.9394945186021462,1,2,5,4,0.9652538478349253,1,4.6,1,0.8310740711873664,1
PRACT_0602,2024-11-03,RRHH,Supervisor_9,0,0.9254031017798986,4,0,9,8,0.9389930537637278,1,4.6,0,0.8828766338712554,1
PRACT_0603,2021-12-09,Finanzas,Supervisor_6,0,0.998213518443615,0,1,6,5,0.8922097934437672,1,4.9,1,0.9258226286960861,1
PRACT_0604,2023-08-05,Marketing,Supervisor_10,0,0.9983019998076359,0,0,8,7,0.956344453197592,1,3.7,1,0.9564458000944247,1
PRACT_0605,2023-06-18,TI,Supervisor_3,0,0.9924976948235035,3,0,10,9,0.9135071572912641,1,4.6,0,0.937009035141724,1
PRACT_0606,2024-10-09,Operaciones,Supervisor_7,0,0.9785669149877819,4,0,6,5,0.8601053514476993,1,4.8,0,0.9343067058109258,0
PRACT_0607,2024-12-10,Finanzas,Supervisor_4,0,0.9325779543745618,1,1,8,6,0.8716598827039165,2,4.9,1,0.8298084418350415,0
PRACT_0608,2024-02-07,Marketing,Supervisor_3,0,0.9817000483497631,0,1,5,4,0.8937159608750278,1,3.8,1,0.8692257080143176,0
PRACT_0609,2023-02-01,Operaciones,Supervisor_8,0,0.9408793017271173,1,1,6,5,0.9742276300324311,1,4.3,1,0.8085824545320389,1
PRACT_0610,2021-12-07,Operaciones,Supervisor_4,0,0.9326773098155046,2,1,17,14,0.8344436644414066,3,4.5,0,0.9438953786352929,0
PRACT_0611,2023-07-31,RRHH,Supervisor_1,0,0.9744865358466279,0,0,9,8,0.9594835817666497,1,3.9,1,0.9905171962634838,0
PRACT_0612,2022-01-18,Operaciones,Supervisor_6,0,0.9079653927620424,3,2,19,18,0.955558316083938,1,4.4,0,0.8528220780358152,1
PRACT_0613,2023-10-01,Marketing,Supervisor_10,0,0.9048562723295662,2,0,10,8,0.8864167425704136,2,3.9,1,0.8175393418324619,1
PRACT_0614,2021-10-27,Marketing,Supervisor_1,0,0.9447953697181186,4,1,14,11,0.8435331752131877,3,4.0,1,0.8951140153507308,0
PRACT_0615,2021-05-19,Finanzas,Supervisor_5,1,0.6559735802877567,14,3,7,3,0.4980127644941148,4,2.2,3,0.8426792892510275,-1
PRACT_0616,2021-12-25,Finanzas,Supervisor_7,1,0.8134754535723422,5,5,16,9,0.5816201115860032,7,2.3,2,0.7207896781087119,0
PRACT_0617,2023-04-16,Finanzas,Supervisor_6,0,0.9126153096287817,2,2,13,10,0.8424322525862059,3,4.2,0,0.8093554300380227,1
PRACT_0618,2024-11-09,Operaciones,Supervisor_2,0,0.9123283927452412,2,1,17,14,0.8584666622566766,3,4.2,0,0.9948544481055892,0
PRACT_0619,2024-07-27,Operaciones,Supervisor_4,1,0.5516084101662154,12,7,6,3,0.6033281483088013,3,1.9,5,0.8314599639850403,-1
PRACT_0620,2022-04-28,RRHH,Supervisor_2,0,0.9029736261294603,0,2,10,8,0.8698895281567257,2,3.7,1,0.826318815410302,1
PRACT_0621,2023-06-28,Finanzas,Supervisor_1,0,0.9071731737814909,4,1,13,11,0.8861634781574251,2,3.6,0,0.9843595513007017,1
PRACT_0622,2024-02-09,TI,Supervisor_3,0,0.965986986682904,4,2,10,8,0.8544168315155956,2,3.8,0,0.8901376577210377,1
PRACT_0623,2023-05-16,RRHH,Supervisor_3,0,0.9431584329117509,3,0,19,18,0.9590909821244163,1,4.4,0,0.8743795981149882,1
PRACT_0624,2021-05-19,TI,Supervisor_7,0,0.9763603067088014,4,2,11,10,0.9706222778314073,1,4.7,1,0.8922106661054376,1
PRACT_0625,2023-09-23,Operaciones,Supervisor_1,0,0.9992597718581661,3,0,20,16,0.8031433166038576,4,3.8,0,0.9669143913741894,0
PRACT_0626,2022-03-11,RRHH,Supervisor_9,0,0.9659034681099001,2,2,8,7,0.9477654874702359,1,3.7,0,0.9318959356573572,0
PRACT_0627,2022-05-24,RRHH,Supervisor_6,0,0.9050455570620124,0,2,12,10,0.9140698856017523,2,4.6,0,0.8118496904799456,1
PRACT_0628,2021-09-30,Marketing,Supervisor_4,0,0.9104562864754342,4,1,6,4,0.8128270504474767,2,4.0,1,0.9915208742232342,1
PRACT_0629,2024-01-28,Operaciones,Supervisor_3,0,0.9881004084814707,3,1,13,11,0.9163561221851443,2,4.9,1,0.8295568266956636,1
PRACT_0630,2021-04-14,Operaciones,Supervisor_3,0,0.9527495944558262,2,0,6,5,0.9608792893830403,1,4.6,0,0.9491135903470702,0
PRACT_0631,2024-05-22,RRHH,Supervisor_2,0,0.982483715939574,4,1,8,7,0.9399412711499837,1,4.0,0,0.9272273060856262,1
PRACT_0632,2023-02-01,Operaciones,Supervisor_2,1,0.799814317678724,14,6,6,2,0.4402715257281231,4,1.9,5,0.5750112191786243,-1
PRACT_0633,2023-02-26,RRHH,Supervisor_10,0,0.9927674541499519,2,1,11,10,0.9833252563955959,1,4.3,0,0.83414641522261,1
PRACT_0634,2021-06-14,Marketing,Supervisor_5,0,0.9949829205486366,4,1,13,12,0.9311187902489678,1,3.6,0,0.9740655187409384,0
PRACT_0635,2023-09-26,RRHH,Supervisor_9,0,0.9554825796503307,2,1,9,8,0.9642658900700487,1,3.7,0,0.8839389846999195,1
PRACT_0636,2022-06-04,Operaciones,Supervisor_2,0,0.9341020172256034,0,0,19,18,0.9680154319375448,1,3.8,0,0.9309153028348277,1
PRACT_0637,2024-07-31,Operaciones,Supervisor_2,0,0.9961864874347999,0,0,15,12,0.862202067697852,3,4.7,0,0.9008142007713347,0
PRACT_0638,2022-06-01,RRHH,Supervisor_6,0,0.9547406406001225,0,1,16,13,0.8373615796380998,3,4.3,1,0.9454707034151919,0
PRACT_0639,2022-10-19,RRHH,Supervisor_10,0,0.9064252722954611,1,1,19,17,0.9410817747946968,2,3.5,0,0.8958484750078661,1
PRACT_0640,2022-09-05,RRHH,Supervisor_2,0,0.9642776550059865,0,0,20,19,0.9964965302122214,1,4.5,0,0.8574759830511137,1
PRACT_0641,2021-06-13,Finanzas,Supervisor_4,0,0.9587684750395011,1,2,19,16,0.8936435192175939,3,4.1,1,0.8726766741992993,0
PRACT_0642,2021-03-05,Operaciones,Supervisor_6,0,0.9895792872894706,0,0,10,8,0.8402892963291588,2,4.3,1,0.9718155388900686,0
PRACT_0643,2024-01-20,Operaciones,Supervisor_5,0,0.9653187189157812,2,2,7,6,0.8806461055894976,1,3.8,1,0.8936069385845454,0
PRACT_0644,2024-02-15,Finanzas,Supervisor_1,0,0.9349052424461551,4,1,7,6,0.9979129616475614,1,4.3,1,0.8426898664489219,1
PRACT_0645,2021-09-24,RRHH,Supervisor_6,0,0.9966225725705821,4,1,13,11,0.8593989782278834,2,5.0,0,0.9869210776154507,0
PRACT_0646,2024-03-09,Marketing,Supervisor_1,1,0.7805668200937117,13,1,19,12,0.6378533601511366,7,1.6,3,0.8186401825993508,-1
PRACT_0647,2021-09-03,RRHH,Supervisor_3,0,0.9630417618381355,4,1,18,17,0.956591553193456,1,3.9,1,0.8111332292112399,1
PRACT_0648,2022-01-30,RRHH,Supervisor_10,0,0.9292925203403123,0,2,20,19,0.9972711591011483,1,3.9,1,0.9997885923961036,1
PRACT_0649,2022-04-21,Finanzas,Supervisor_5,0,0.9373540296314296,0,2,11,10,0.9266606652797342,1,3.9,1,0.9389853392880205,0
PRACT_0650,2023-09-04,Operaciones,Supervisor_10,0,0.9669969924096656,3,0,5,4,0.8109079321350302,1,4.1,0,0.8320533198081175,1
PRACT_0651,2024-04-22,RRHH,Supervisor_5,0,0.9071980818463322,3,2,19,16,0.8929037729623438,3,4.7,1,0.8474335362597193,1
PRACT_0652,2023-11-10,Operaciones,Supervisor_10,0,0.9256680591650264,3,0,15,13,0.8808040205725627,2,4.9,1,0.9384890962483095,1
PRACT_0653,2022-07-12,TI,Supervisor_6,0,0.9713900933396598,1,0,19,18,0.9831001752490831,1,3.8,1,0.9559522110558244,0
PRACT_0654,2023-10-15,Operaciones,Supervisor_10,0,0.9480018509844621,3,2,16,12,0.8025315656968325,4,4.3,0,0.8478071886299613,1
PRACT_0655,2023-06-02,Marketing,Supervisor_8,0,0.9402393564814431,0,2,18,15,0.8648515174032727,3,4.5,0,0.8513937707798542,0
PRACT_0656,2021-05-27,Marketing,Supervisor_5,0,0.9151457622400415,2,2,18,15,0.8378034134669109,3,4.3,1,0.8614241389744122,0
PRACT_0657,2022-10-28,RRHH,Supervisor_1,0,0.9441849034477733,3,2,8,7,0.9909299591977471,1,4.2,0,0.9196036729673274,0
PRACT_0658,2024-08-20,Operaciones,Supervisor_5,0,0.9770691970760234,3,2,17,13,0.8107394375878749,4,3.8,1,0.8343632356602554,1
PRACT_0659,2022-09-12,RRHH,Supervisor_3,0,0.9264012846071893,2,2,20,17,0.8807358565173029,3,4.2,0,0.8208486397769555,1
PRACT_0660,2023-03-31,Finanzas,Supervisor_4,0,0.9005398542183678,0,2,8,7,0.9160352739593068,1,4.1,1,0.9357728178171028,1
PRACT_0661,2023-05-14,Marketing,Supervisor_8,0,0.9668504901150983,1,1,9,8,0.907415908159518,1,4.7,0,0.955819587958634,0
PRACT_0662,2022-08-05,RRHH,Supervisor_7,1,0.8404193115513934,11,1,17,8,0.47656936507556963,9,2.6,2,0.7003717617666022,-1
PRACT_0663,2023-10-20,Finanzas,Supervisor_5,0,0.9606826563588583,3,0,8,7,0.9778453187326843,1,3.7,0,0.8727665420536771,1
PRACT_0664,2022-11-26,RRHH,Supervisor_2,0,0.911992185892713,2,2,15,13,0.8852303096901448,2,3.6,0,0.8864085427052953,0
PRACT_0665,2024-06-05,Operaciones,Supervisor_6,0,0.9320733092344673,0,0,10,9,0.9251800465847985,1,4.9,1,0.8776815667743905,1
PRACT_0666,2024-01-31,Operaciones,Supervisor_6,0,0.9867641614720224,4,2,10,8,0.8513483202683099,2,4.3,1,0.991996981647535,0
PRACT_0667,2024-12-11,Operaciones,Supervisor_10,0,0.9232568074256828,1,1,9,8,0.959858001180843,1,4.8,0,0.9536179810438281,1
PRACT_0668,2024-05-24,Operaciones,Supervisor_10,0,0.9607695903497608,2,0,9,8,0.935974574789435,1,3.6,1,0.8416174429700221,0
PRACT_0669,2022-02-11,TI,Supervisor_6,0,0.9402671208253998,2,0,12,9,0.8039264542775307,3,4.3,1,0.876837830410796,1
PRACT_0670,2022-02-03,Finanzas,Supervisor_9,0,0.920784372141965,2,1,11,9,0.8972851670052143,2,4.3,1,0.908802458272622,1
PRACT_0671,2022-12-16,Finanzas,Supervisor_8,0,0.981340689356468,3,1,13,11,0.9050717536947208,2,4.8,1,0.9225971724127378,1
PRACT_0672,2022-12-05,Operaciones,Supervisor_8,1,0.7599909467629915,10,6,19,11,0.5987289920264055,8,1.6,3,0.6872735584115068,-1
PRACT_0673,2023-01-31,TI,Supervisor_1,0,0.9661591065959265,4,0,19,16,0.8604935653969692,3,3.9,1,0.9620253270023919,1
PRACT_0674,2022-05-14,Operaciones,Supervisor_5,0,0.9236336590268751,1,0,14,13,0.9365928837377374,1,4.1,0,0.9535212038916463,0
PRACT_0675,2023-09-01,TI,Supervisor_7,0,0.9097857002716451,0,1,13,12,0.9570184407849981,1,4.8,0,0.9010315837256334,1
PRACT_0676,2021-03-23,Operaciones,Supervisor_6,1,0.7016557654390881,5,4,15,8,0.5758049132434889,7,2.9,4,0.8417717547126922,-1
PRACT_0677,2022-08-27,Marketing,Supervisor_5,0,0.9553677833539433,4,1,6,5,0.8765003461371469,1,5.0,1,0.9502179060884772,0
PRACT_0678,2023-02-11,Marketing,Supervisor_8,0,0.9188385009334873,2,1,11,10,0.9356365169178136,1,4.9,0,0.9557163697441287,0
PRACT_0679,2023-06-22,RRHH,Supervisor_3,1,0.5196863430103104,7,2,7,4,0.6352857315221406,3,1.5,2,0.8825603117733667,0
PRACT_0680,2021-12-31,Operaciones,Supervisor_6,1,0.5282479589678951,15,2,18,11,0.633731256201594,7,1.6,3,0.6065867764836811,-1
PRACT_0681,2021-06-12,Finanzas,Supervisor_5,1,0.8474698452794568,10,3,14,6,0.48554770885302023,8,1.7,1,0.6070592649467397,-1
PRACT_0682,2023-12-08,RRHH,Supervisor_8,0,0.9783583894742884,2,1,5,4,0.9163016619248144,1,4.0,0,0.977790451138128,0
PRACT_0683,2022-05-26,Marketing,Supervisor_4,0,0.9921987475965173,2,2,18,16,0.9319060638059962,2,4.7,1,0.9544452746771359,0
PRACT_0684,2024-09-14,Operaciones,Supervisor_8,0,0.9195054722236363,4,0,15,14,0.9622815005401313,1,4.8,1,0.9853091082871255,1
PRACT_0685,2021-04-26,RRHH,Supervisor_10,1,0.8361989877132023,14,5,20,9,0.4932736086586535,11,1.8,2,0.5252520641297812,0
PRACT_0686,2023-07-30,Operaciones,Supervisor_2,0,0.9142654351473162,2,2,20,18,0.9188947709825238,2,4.4,1,0.9255514154523193,1
PRACT_0687,2021-12-03,Marketing,Supervisor_9,0,0.9509081828566471,3,1,13,11,0.8738641888423352,2,4.9,1,0.8289256676246896,1
PRACT_0688,2023-05-31,RRHH,Supervisor_9,0,0.9829695684417064,0,0,17,15,0.9083283015666106,2,4.2,0,0.9007794396585166,1
